
A continuación se muestran las soluciones viables para el KUKA KR6

 Solución 3 

C_PTP PTP{E6AXIS: A1 14.302131, A2 -80.982308, A3 145.874073, A4 -73.165747, A5 87.540350, A6 -24.302700}
PTP{E6AXIS: A1 5.995316, A2 -94.967681, A3 139.570404, A4 -40.834612, A5 56.986984, A6 -57.611466} C_PTP 
PTP{E6AXIS: A1 4.604434, A2 -96.076431, A3 139.319474, A4 -36.023592, A5 55.177002, A6 -62.189964} C_PTP 
PTP{E6AXIS: A1 3.330934, A2 -96.902803, A3 139.103141, A4 -31.850423, A5 53.916755, A6 -66.219920} C_PTP 
PTP{E6AXIS: A1 2.144731, A2 -97.535350, A3 138.910819, A4 -28.153838, A5 53.016963, A6 -69.838973} C_PTP 
PTP{E6AXIS: A1 1.028696, A2 -98.024611, A3 138.736335, A4 -24.840662, A5 52.370395, A6 -73.126645} C_PTP 
PTP{E6AXIS: A1 -0.027561, A2 -98.402719, A3 138.575743, A4 -21.852539, A5 51.909629, A6 -76.132859} C_PTP 
PTP{E6AXIS: A1 -1.030674, A2 -98.691849, A3 138.426338, A4 -19.150385, A5 51.588819, A6 -78.891199} C_PTP 
PTP{E6AXIS: A1 -1.985083, A2 -98.908307, A3 138.286154, A4 -16.706379, A5 51.374869, A6 -81.425711} C_PTP 
PTP{E6AXIS: A1 -2.893905, A2 -99.064687, A3 138.153706, A4 -14.499575, A5 51.242771, A6 -83.754613} C_PTP 
PTP{E6AXIS: A1 -3.759438, A2 -99.171094, A3 138.027837, A4 -12.513400, A5 51.172987, A6 -85.892406} C_PTP 
PTP{E6AXIS: A1 -4.583461, A2 -99.235874, A3 137.907622, A4 -10.734188, A5 51.149874, A6 -87.851106} C_PTP 
PTP{E6AXIS: A1 -5.367421, A2 -99.266069, A3 137.792318, A4 -9.150300, A5 51.160695, A6 -89.640974} C_PTP 
PTP{E6AXIS: A1 -6.112542, A2 -99.267718, A3 137.681324, A4 -7.751603, A5 51.194967, A6 -91.270953} C_PTP 
PTP{E6AXIS: A1 -6.819900, A2 -99.246057, A3 137.574156, A4 -6.529145, A5 51.244007, A6 -92.748940} C_PTP 
PTP{E6AXIS: A1 -7.490462, A2 -99.205665, A3 137.470433, A4 -5.474962, A5 51.300606, A6 -94.081945} C_PTP 
PTP{E6AXIS: A1 -8.125114, A2 -99.150565, A3 137.369860, A4 -4.581945, A5 51.358787, A6 -95.276203} C_PTP 
PTP{E6AXIS: A1 -8.729026, A2 -99.083775, A3 137.271505, A4 -3.819967, A5 51.415649, A6 -96.356437} C_PTP 
PTP{E6AXIS: A1 -9.316301, A2 -99.005978, A3 137.173032, A4 -3.124661, A5 51.473309, A6 -97.377391} C_PTP 
PTP{E6AXIS: A1 -9.895836, A2 -98.916905, A3 137.073013, A4 -2.463754, A5 51.533087, A6 -98.368313} C_PTP 
PTP{E6AXIS: A1 -10.466990, A2 -98.817362, A3 136.971517, A4 -1.840399, A5 51.593764, A6 -99.326785} C_PTP 
PTP{E6AXIS: A1 -11.030250, A2 -98.707936, A3 136.868429, A4 -1.251552, A5 51.654808, A6 -100.255353} C_PTP 
PTP{E6AXIS: A1 -11.586045, A2 -98.589151, A3 136.763645, A4 -0.694523, A5 51.715783, A6 -101.156263} C_PTP 
PTP{E6AXIS: A1 -12.134745, A2 -98.461483, A3 136.657072, A4 -0.166937, A5 51.776331, A6 -102.031487} C_PTP 
PTP{E6AXIS: A1 -12.676676, A2 -98.325365, A3 136.548627, A4 0.333307, A5 51.836155, A6 -102.882767} C_PTP 
PTP{E6AXIS: A1 -13.212125, A2 -98.181195, A3 136.438236, A4 0.808088, A5 51.895014, A6 -103.711648} C_PTP 
PTP{E6AXIS: A1 -13.741345, A2 -98.029337, A3 136.325831, A4 1.259088, A5 51.952708, A6 -104.519511} C_PTP 
PTP{E6AXIS: A1 -14.264564, A2 -97.870131, A3 136.211348, A4 1.687823, A5 52.009074, A6 -105.307594} C_PTP 
PTP{E6AXIS: A1 -14.781985, A2 -97.703892, A3 136.094731, A4 2.095668, A5 52.063984, A6 -106.077011} C_PTP 
PTP{E6AXIS: A1 -15.293790, A2 -97.530915, A3 135.975928, A4 2.483870, A5 52.117333, A6 -106.828771} C_PTP 
PTP{E6AXIS: A1 -15.800146, A2 -97.351475, A3 135.854891, A4 2.853572, A5 52.169043, A6 -107.563790} C_PTP 
PTP{E6AXIS: A1 -16.301202, A2 -97.165834, A3 135.731575, A4 3.205819, A5 52.219053, A6 -108.282901} C_PTP 
PTP{E6AXIS: A1 -16.797096, A2 -96.974236, A3 135.605939, A4 3.541575, A5 52.267322, A6 -108.986869} C_PTP 
PTP{E6AXIS: A1 -17.287955, A2 -96.776913, A3 135.477944, A4 3.861730, A5 52.313824, A6 -109.676394} C_PTP 
PTP{E6AXIS: A1 -17.773894, A2 -96.574085, A3 135.347556, A4 4.167107, A5 52.358547, A6 -110.352122} C_PTP 
PTP{E6AXIS: A1 -18.255023, A2 -96.365962, A3 135.214740, A4 4.458472, A5 52.401491, A6 -111.014649} C_PTP 
PTP{E6AXIS: A1 -18.731441, A2 -96.152742, A3 135.079467, A4 4.736541, A5 52.442667, A6 -111.664527} C_PTP 
PTP{E6AXIS: A1 -19.203242, A2 -95.934615, A3 134.941707, A4 5.001981, A5 52.482096, A6 -112.302270} C_PTP 
PTP{E6AXIS: A1 -19.670514, A2 -95.711762, A3 134.801432, A4 5.255418, A5 52.519806, A6 -112.928355} C_PTP 
PTP{E6AXIS: A1 -20.133339, A2 -95.484356, A3 134.658619, A4 5.497440, A5 52.555836, A6 -113.543229} C_PTP 
PTP{E6AXIS: A1 -20.591796, A2 -95.252563, A3 134.513243, A4 5.728600, A5 52.590231, A6 -114.147311} C_PTP 
PTP{E6AXIS: A1 -21.045958, A2 -95.016541, A3 134.365283, A4 5.949421, A5 52.623040, A6 -114.740991} C_PTP 
PTP{E6AXIS: A1 -21.495896, A2 -94.776441, A3 134.214716, A4 6.160398, A5 52.654320, A6 -115.324641} C_PTP 
PTP{E6AXIS: A1 -21.941677, A2 -94.532411, A3 134.061525, A4 6.361998, A5 52.684134, A6 -115.898607} C_PTP 
PTP{E6AXIS: A1 -22.383365, A2 -94.284588, A3 133.905689, A4 6.554665, A5 52.712549, A6 -116.463218} C_PTP 
PTP{E6AXIS: A1 -22.821021, A2 -94.033107, A3 133.747193, A4 6.738824, A5 52.739635, A6 -117.018787} C_PTP 
PTP{E6AXIS: A1 -23.254705, A2 -93.778096, A3 133.586020, A4 6.914874, A5 52.765468, A6 -117.565608} C_PTP 
PTP{E6AXIS: A1 -23.684473, A2 -93.519679, A3 133.422155, A4 7.083201, A5 52.790126, A6 -118.103962} C_PTP 
PTP{E6AXIS: A1 -24.110381, A2 -93.257973, A3 133.255583, A4 7.244171, A5 52.813692, A6 -118.634117} C_PTP 
PTP{E6AXIS: A1 -24.532482, A2 -92.993094, A3 133.086291, A4 7.398134, A5 52.836251, A6 -119.156327} C_PTP 
PTP{E6AXIS: A1 -24.950826, A2 -92.725148, A3 132.914267, A4 7.545425, A5 52.857891, A6 -119.670836} C_PTP 
PTP{E6AXIS: A1 -25.365466, A2 -92.454242, A3 132.739497, A4 7.686367, A5 52.878701, A6 -120.177879} C_PTP 
PTP{E6AXIS: A1 -25.776449, A2 -92.180475, A3 132.561971, A4 7.821267, A5 52.898775, A6 -120.677677} C_PTP 
PTP{E6AXIS: A1 -26.183824, A2 -91.903942, A3 132.381678, A4 7.950422, A5 52.918207, A6 -121.170446} C_PTP 
PTP{E6AXIS: A1 -26.587635, A2 -91.624737, A3 132.198608, A4 8.074118, A5 52.937093, A6 -121.656392} C_PTP 
PTP{E6AXIS: A1 -26.987931, A2 -91.342946, A3 132.012751, A4 8.192628, A5 52.955533, A6 -122.135715} C_PTP 
PTP{E6AXIS: A1 -27.384753, A2 -91.058655, A3 131.824099, A4 8.306217, A5 52.973625, A6 -122.608604} C_PTP 
PTP{E6AXIS: A1 -27.778147, A2 -90.771943, A3 131.632641, A4 8.415140, A5 52.991471, A6 -123.075245} C_PTP 
PTP{E6AXIS: A1 -28.168155, A2 -90.482888, A3 131.438371, A4 8.519642, A5 53.009172, A6 -123.535817} C_PTP 
PTP{E6AXIS: A1 -28.554818, A2 -90.191563, A3 131.241280, A4 8.619960, A5 53.026833, A6 -123.990491} C_PTP 
PTP{E6AXIS: A1 -28.938178, A2 -89.898037, A3 131.041360, A4 8.716323, A5 53.044557, A6 -124.439435} C_PTP 
PTP{E6AXIS: A1 -29.318276, A2 -89.602378, A3 130.838604, A4 8.808952, A5 53.062451, A6 -124.882810} C_PTP 
PTP{E6AXIS: A1 -29.695151, A2 -89.304648, A3 130.633006, A4 8.898062, A5 53.080619, A6 -125.320774} C_PTP 
PTP{E6AXIS: A1 -30.068842, A2 -89.004908, A3 130.424557, A4 8.983859, A5 53.099169, A6 -125.753479} C_PTP 
PTP{E6AXIS: A1 -30.439388, A2 -88.703214, A3 130.213252, A4 9.066544, A5 53.118208, A6 -126.181072} C_PTP 
PTP{E6AXIS: A1 -30.806827, A2 -88.399621, A3 129.999085, A4 9.146310, A5 53.137843, A6 -126.603696} C_PTP 
PTP{E6AXIS: A1 -31.171197, A2 -88.094179, A3 129.782048, A4 9.223344, A5 53.158183, A6 -127.021492} C_PTP 
PTP{E6AXIS: A1 -31.532533, A2 -87.786936, A3 129.562135, A4 9.297830, A5 53.179336, A6 -127.434595} C_PTP 
PTP{E6AXIS: A1 -31.890873, A2 -87.477937, A3 129.339341, A4 9.369942, A5 53.201411, A6 -127.843136} C_PTP 
PTP{E6AXIS: A1 -32.246253, A2 -87.167224, A3 129.113659, A4 9.439851, A5 53.224518, A6 -128.247244} C_PTP 
PTP{E6AXIS: A1 -32.598707, A2 -86.854837, A3 128.885082, A4 9.507723, A5 53.248764, A6 -128.647045} C_PTP 
PTP{E6AXIS: A1 -32.948270, A2 -86.540812, A3 128.653606, A4 9.573718, A5 53.274259, A6 -129.042659} C_PTP 
PTP{E6AXIS: A1 -33.294978, A2 -86.225184, A3 128.419223, A4 9.637990, A5 53.301114, A6 -129.434206} C_PTP 
PTP{E6AXIS: A1 -33.638863, A2 -85.907985, A3 128.181927, A4 9.700690, A5 53.329436, A6 -129.821799} C_PTP 
PTP{E6AXIS: A1 -33.979960, A2 -85.589242, A3 127.941713, A4 9.761964, A5 53.359336, A6 -130.205552} C_PTP 
PTP{E6AXIS: A1 -34.318301, A2 -85.268983, A3 127.698572, A4 9.821952, A5 53.390922, A6 -130.585573} C_PTP 
PTP{E6AXIS: A1 -34.653919, A2 -84.947232, A3 127.452500, A4 9.880792, A5 53.424304, A6 -130.961969} C_PTP 
PTP{E6AXIS: A1 -34.986846, A2 -84.624011, A3 127.203490, A4 9.938616, A5 53.459591, A6 -131.334843} C_PTP 
PTP{E6AXIS: A1 -35.317114, A2 -84.299338, A3 126.951533, A4 9.995552, A5 53.496891, A6 -131.704295} C_PTP 
PTP{E6AXIS: A1 -35.644753, A2 -83.973232, A3 126.696623, A4 10.051723, A5 53.536314, A6 -132.070423} C_PTP 
PTP{E6AXIS: A1 -35.969796, A2 -83.645706, A3 126.438754, A4 10.107250, A5 53.577966, A6 -132.433321} C_PTP 
PTP{E6AXIS: A1 -36.292272, A2 -83.316773, A3 126.177916, A4 10.162248, A5 53.621958, A6 -132.793082} C_PTP 
PTP{E6AXIS: A1 -36.612212, A2 -82.986445, A3 125.914103, A4 10.216830, A5 53.668395, A6 -133.149794} C_PTP 
PTP{E6AXIS: A1 -36.929644, A2 -82.654729, A3 125.647307, A4 10.271103, A5 53.717387, A6 -133.503544} C_PTP 
PTP{E6AXIS: A1 -37.244599, A2 -82.321632, A3 125.377518, A4 10.325171, A5 53.769040, A6 -133.854417} C_PTP 
PTP{E6AXIS: A1 -37.557105, A2 -81.987158, A3 125.104728, A4 10.379136, A5 53.823460, A6 -134.202491} C_PTP 
PTP{E6AXIS: A1 -37.867190, A2 -81.651310, A3 124.828928, A4 10.433094, A5 53.880755, A6 -134.547847} C_PTP 
PTP{E6AXIS: A1 -38.174882, A2 -81.314088, A3 124.550108, A4 10.487138, A5 53.941030, A6 -134.890559} C_PTP 
PTP{E6AXIS: A1 -38.480209, A2 -80.975491, A3 124.268260, A4 10.541358, A5 54.004391, A6 -135.230700} C_PTP 
PTP{E6AXIS: A1 -38.783197, A2 -80.635514, A3 123.983372, A4 10.595840, A5 54.070943, A6 -135.568340} C_PTP 
PTP{E6AXIS: A1 -39.083875, A2 -80.294154, A3 123.695434, A4 10.650665, A5 54.140790, A6 -135.903545} C_PTP 
PTP{E6AXIS: A1 -39.382267, A2 -79.951404, A3 123.404435, A4 10.705914, A5 54.214037, A6 -136.236382} C_PTP 
PTP{E6AXIS: A1 -39.678400, A2 -79.607254, A3 123.110363, A4 10.761661, A5 54.290788, A6 -136.566910} C_PTP 
PTP{E6AXIS: A1 -39.972299, A2 -79.261695, A3 122.813207, A4 10.817979, A5 54.371145, A6 -136.895189} C_PTP 
PTP{E6AXIS: A1 -40.263989, A2 -78.914714, A3 122.512954, A4 10.874936, A5 54.455210, A6 -137.221275} C_PTP 
PTP{E6AXIS: A1 -40.553494, A2 -78.566298, A3 122.209592, A4 10.932598, A5 54.543086, A6 -137.545221} C_PTP 
PTP{E6AXIS: A1 -40.832185, A2 -78.227024, A3 121.912421, A4 10.939136, A5 54.586908, A6 -137.828358} C_PTP 
PTP{E6AXIS: A1 12.326342, A2 -75.320139, A3 137.268250, A4 -74.800288, A5 87.502645, A6 -27.378516} C_PTP 
PTP{E6AXIS: A1 11.629768, A2 -80.034910, A3 136.892365, A4 -69.771874, A5 80.001222, A6 -32.939890} C_PTP 
PTP{E6AXIS: A1 8.771735, A2 -86.826730, A3 136.097451, A4 -54.386272, A5 64.170494, A6 -45.760459} C_PTP 
PTP{E6AXIS: A1 7.026967, A2 -89.105086, A3 135.732158, A4 -46.898812, A5 59.366443, A6 -52.385281} C_PTP 
PTP{E6AXIS: A1 5.569874, A2 -90.535742, A3 135.459139, A4 -41.122562, A5 56.546797, A6 -57.632702} C_PTP 
PTP{E6AXIS: A1 4.276813, A2 -91.548258, A3 135.234123, A4 -36.297623, A5 54.679176, A6 -62.105285} C_PTP 
PTP{E6AXIS: A1 3.093490, A2 -92.305559, A3 135.038981, A4 -32.109195, A5 53.371809, A6 -66.053834} C_PTP 
PTP{E6AXIS: A1 1.991664, A2 -92.887515, A3 134.864453, A4 -28.395837, A5 52.433100, A6 -69.607454} C_PTP 
PTP{E6AXIS: A1 0.955232, A2 -93.339736, A3 134.705160, A4 -25.064713, A5 51.754334, A6 -72.840679} C_PTP 
PTP{E6AXIS: A1 -0.025592, A2 -93.691230, A3 134.557680, A4 -22.057936, A5 51.267050, A6 -75.800218} C_PTP 
PTP{E6AXIS: A1 -0.957069, A2 -93.962022, A3 134.419678, A4 -19.336883, A5 50.924613, A6 -78.517456} C_PTP 
PTP{E6AXIS: A1 -1.843393, A2 -94.166839, A3 134.289474, A4 -16.874141, A5 50.693298, A6 -81.014869} C_PTP 
PTP{E6AXIS: A1 -2.687513, A2 -94.317060, A3 134.165805, A4 -14.649110, A5 50.547582, A6 -83.309538} C_PTP 
PTP{E6AXIS: A1 -3.491597, A2 -94.421817, A3 134.047697, A4 -12.645495, A5 50.467490, A6 -85.415125} C_PTP 
PTP{E6AXIS: A1 -4.257321, A2 -94.488654, A3 133.934380, A4 -10.849846, A5 50.437002, A6 -87.343033} C_PTP 
PTP{E6AXIS: A1 -4.986040, A2 -94.523939, A3 133.825241, A4 -9.250693, A5 50.443058, A6 -89.103073} C_PTP 
PTP{E6AXIS: A1 -5.678894, A2 -94.533134, A3 133.719792, A4 -7.838027, A5 50.474892, A6 -90.703865} C_PTP 
PTP{E6AXIS: A1 -6.336878, A2 -94.520978, A3 133.617646, A4 -6.602987, A5 50.523576, A6 -92.153075} C_PTP 
PTP{E6AXIS: A1 -6.960877, A2 -94.491615, A3 133.518503, A4 -5.537674, A5 50.581689, A6 -93.457555} C_PTP 
PTP{E6AXIS: A1 -7.551699, A2 -94.448686, A3 133.422141, A4 -4.635025, A5 50.643071, A6 -94.623434} C_PTP 
PTP{E6AXIS: A1 -8.114139, A2 -94.394972, A3 133.327716, A4 -3.864674, A5 50.704527, A6 -95.675475} C_PTP 
PTP{E6AXIS: A1 -8.661320, A2 -94.331241, A3 133.233018, A4 -3.161589, A5 50.767783, A6 -96.668483} C_PTP 
PTP{E6AXIS: A1 -9.201533, A2 -94.257334, A3 133.136687, A4 -2.493153, A5 50.834009, A6 -97.631620} C_PTP 
PTP{E6AXIS: A1 -9.734183, A2 -94.173961, A3 133.038798, A4 -1.862568, A5 50.901979, A6 -98.562436} C_PTP 
PTP{E6AXIS: A1 -10.259730, A2 -94.081647, A3 132.939250, A4 -1.266769, A5 50.971116, A6 -99.463481} C_PTP 
PTP{E6AXIS: A1 -10.778574, A2 -93.980863, A3 132.837954, A4 -0.703045, A5 51.040942, A6 -100.337007} C_PTP 
PTP{E6AXIS: A1 -11.291063, A2 -93.872033, A3 132.734827, A4 -0.169005, A5 51.111063, A6 -101.184990} C_PTP 
PTP{E6AXIS: A1 -11.797505, A2 -93.755541, A3 132.629797, A4 0.337472, A5 51.181147, A6 -102.009181} C_PTP 
PTP{E6AXIS: A1 -12.298169, A2 -93.631739, A3 132.522799, A4 0.818278, A5 51.250919, A6 -102.811134} C_PTP 
PTP{E6AXIS: A1 -12.793293, A2 -93.500952, A3 132.413772, A4 1.275107, A5 51.320148, A6 -103.592238} C_PTP 
PTP{E6AXIS: A1 -13.283090, A2 -93.363477, A3 132.302663, A4 1.709490, A5 51.388644, A6 -104.353741} C_PTP 
PTP{E6AXIS: A1 -13.767751, A2 -93.219593, A3 132.189421, A4 2.122810, A5 51.456247, A6 -105.096766} C_PTP 
PTP{E6AXIS: A1 -14.247448, A2 -93.069558, A3 132.074001, A4 2.516328, A5 51.522827, A6 -105.822332} C_PTP 
PTP{E6AXIS: A1 -14.722335, A2 -92.913613, A3 131.956361, A4 2.891193, A5 51.588279, A6 -106.531365} C_PTP 
PTP{E6AXIS: A1 -15.192553, A2 -92.751986, A3 131.836463, A4 3.248460, A5 51.652518, A6 -107.224709} C_PTP 
PTP{E6AXIS: A1 -15.658231, A2 -92.584890, A3 131.714268, A4 3.589101, A5 51.715478, A6 -107.903138} C_PTP 
PTP{E6AXIS: A1 -16.119487, A2 -92.412526, A3 131.589746, A4 3.914011, A5 51.777108, A6 -108.567361} C_PTP 
PTP{E6AXIS: A1 -16.576428, A2 -92.235086, A3 131.462863, A4 4.224022, A5 51.837375, A6 -109.218034} C_PTP 
PTP{E6AXIS: A1 -17.029156, A2 -92.052750, A3 131.333592, A4 4.519907, A5 51.896254, A6 -109.855762} C_PTP 
PTP{E6AXIS: A1 -17.477762, A2 -91.865689, A3 131.201904, A4 4.802386, A5 51.953736, A6 -110.481106} C_PTP 
PTP{E6AXIS: A1 -17.922333, A2 -91.674067, A3 131.067774, A4 5.072131, A5 52.009820, A6 -111.094589} C_PTP 
PTP{E6AXIS: A1 -18.362950, A2 -91.478040, A3 130.931179, A4 5.329774, A5 52.064513, A6 -111.696695} C_PTP 
PTP{E6AXIS: A1 -18.799688, A2 -91.277755, A3 130.792096, A4 5.575907, A5 52.117833, A6 -112.287880} C_PTP 
PTP{E6AXIS: A1 -19.232619, A2 -91.073354, A3 130.650503, A4 5.811089, A5 52.169804, A6 -112.868570} C_PTP 
PTP{E6AXIS: A1 -19.661810, A2 -90.864973, A3 130.506381, A4 6.035846, A5 52.220457, A6 -113.439164} C_PTP 
PTP{E6AXIS: A1 -20.087324, A2 -90.652740, A3 130.359712, A4 6.250676, A5 52.269830, A6 -114.000038} C_PTP 
PTP{E6AXIS: A1 -20.509222, A2 -90.436781, A3 130.210476, A4 6.456052, A5 52.317965, A6 -114.551547} C_PTP 
PTP{E6AXIS: A1 -20.927562, A2 -90.217212, A3 130.058659, A4 6.652422, A5 52.364911, A6 -115.094025} C_PTP 
PTP{E6AXIS: A1 -21.342399, A2 -89.994149, A3 129.904242, A4 6.840210, A5 52.410721, A6 -115.627790} C_PTP 
PTP{E6AXIS: A1 -21.753784, A2 -89.767700, A3 129.747213, A4 7.019824, A5 52.455453, A6 -116.153143} C_PTP 
PTP{E6AXIS: A1 -22.161769, A2 -89.537969, A3 129.587555, A4 7.191650, A5 52.499167, A6 -116.670369} C_PTP 
PTP{E6AXIS: A1 -22.566402, A2 -89.305056, A3 129.425257, A4 7.356057, A5 52.541929, A6 -117.179741} C_PTP 
PTP{E6AXIS: A1 -22.967731, A2 -89.069057, A3 129.260304, A4 7.513400, A5 52.583807, A6 -117.681517} C_PTP 
PTP{E6AXIS: A1 -23.365799, A2 -88.830064, A3 129.092685, A4 7.664015, A5 52.624874, A6 -118.175945} C_PTP 
PTP{E6AXIS: A1 -23.760652, A2 -88.588165, A3 128.922388, A4 7.808230, A5 52.665203, A6 -118.663262} C_PTP 
PTP{E6AXIS: A1 -24.152332, A2 -88.343444, A3 128.749401, A4 7.946353, A5 52.704871, A6 -119.143695} C_PTP 
PTP{E6AXIS: A1 -24.540879, A2 -88.095982, A3 128.573715, A4 8.078686, A5 52.743959, A6 -119.617460} C_PTP 
PTP{E6AXIS: A1 -24.926335, A2 -87.845856, A3 128.395317, A4 8.205515, A5 52.782547, A6 -120.084768} C_PTP 
PTP{E6AXIS: A1 -25.308737, A2 -87.593140, A3 128.214200, A4 8.327119, A5 52.820721, A6 -120.545818} C_PTP 
PTP{E6AXIS: A1 -25.688125, A2 -87.337905, A3 128.030352, A4 8.443763, A5 52.858565, A6 -121.000803} C_PTP 
PTP{E6AXIS: A1 -26.064535, A2 -87.080217, A3 127.843765, A4 8.555706, A5 52.896168, A6 -121.449910} C_PTP 
PTP{E6AXIS: A1 -26.438005, A2 -86.820142, A3 127.654429, A4 8.663196, A5 52.933619, A6 -121.893318} C_PTP 
PTP{E6AXIS: A1 -26.808568, A2 -86.557740, A3 127.462337, A4 8.766473, A5 52.971008, A6 -122.331200} C_PTP 
PTP{E6AXIS: A1 -27.176262, A2 -86.293070, A3 127.267479, A4 8.865768, A5 53.008427, A6 -122.763725} C_PTP 
PTP{E6AXIS: A1 -27.541118, A2 -86.026187, A3 127.069847, A4 8.961306, A5 53.045971, A6 -123.191053} C_PTP 
PTP{E6AXIS: A1 -27.903173, A2 -85.757144, A3 126.869433, A4 9.053303, A5 53.083733, A6 -123.613341} C_PTP 
PTP{E6AXIS: A1 -28.262457, A2 -85.485992, A3 126.666229, A4 9.141970, A5 53.121809, A6 -124.030742} C_PTP 
PTP{E6AXIS: A1 -28.619004, A2 -85.212776, A3 126.460227, A4 9.227508, A5 53.160296, A6 -124.443402} C_PTP 
PTP{E6AXIS: A1 -28.972845, A2 -84.937543, A3 126.251420, A4 9.310116, A5 53.199291, A6 -124.851465} C_PTP 
PTP{E6AXIS: A1 -29.324012, A2 -84.660334, A3 126.039799, A4 9.389983, A5 53.238893, A6 -125.255068} C_PTP 
PTP{E6AXIS: A1 -29.672536, A2 -84.381189, A3 125.825356, A4 9.467294, A5 53.279200, A6 -125.654346} C_PTP 
PTP{E6AXIS: A1 -30.018446, A2 -84.100145, A3 125.608084, A4 9.542227, A5 53.320312, A6 -126.049428} C_PTP 
PTP{E6AXIS: A1 -30.361774, A2 -83.817236, A3 125.387976, A4 9.614957, A5 53.362330, A6 -126.440443} C_PTP 
PTP{E6AXIS: A1 -30.702547, A2 -83.532496, A3 125.165023, A4 9.685652, A5 53.405354, A6 -126.827513} C_PTP 
PTP{E6AXIS: A1 -31.040795, A2 -83.245954, A3 124.939217, A4 9.754474, A5 53.449487, A6 -127.210756} C_PTP 
PTP{E6AXIS: A1 -31.376548, A2 -82.957639, A3 124.710550, A4 9.821582, A5 53.494828, A6 -127.590290} C_PTP 
PTP{E6AXIS: A1 -31.709832, A2 -82.667575, A3 124.479015, A4 9.887129, A5 53.541482, A6 -127.966227} C_PTP 
PTP{E6AXIS: A1 -32.040675, A2 -82.375786, A3 124.244603, A4 9.951264, A5 53.589549, A6 -128.338677} C_PTP 
PTP{E6AXIS: A1 -32.369106, A2 -82.082295, A3 124.007305, A4 10.014130, A5 53.639134, A6 -128.707745} C_PTP 
PTP{E6AXIS: A1 -32.695150, A2 -81.787119, A3 123.767114, A4 10.075868, A5 53.690338, A6 -129.073536} C_PTP 
PTP{E6AXIS: A1 -33.018835, A2 -81.490276, A3 123.524019, A4 10.136613, A5 53.743266, A6 -129.436149} C_PTP 
PTP{E6AXIS: A1 -33.340186, A2 -81.191781, A3 123.278013, A4 10.196496, A5 53.798021, A6 -129.795681} C_PTP 
PTP{E6AXIS: A1 -33.659230, A2 -80.891648, A3 123.029087, A4 10.255644, A5 53.854706, A6 -130.152228} C_PTP 
PTP{E6AXIS: A1 -33.975992, A2 -80.589888, A3 122.777229, A4 10.314179, A5 53.913425, A6 -130.505879} C_PTP 
PTP{E6AXIS: A1 -34.290496, A2 -80.286510, A3 122.522432, A4 10.372222, A5 53.974282, A6 -130.856725} C_PTP 
PTP{E6AXIS: A1 -34.602769, A2 -79.981521, A3 122.264684, A4 10.429886, A5 54.037380, A6 -131.204850} C_PTP 
PTP{E6AXIS: A1 -34.912834, A2 -79.674928, A3 122.003976, A4 10.487284, A5 54.102823, A6 -131.550337} C_PTP 
PTP{E6AXIS: A1 -35.220715, A2 -79.366733, A3 121.740296, A4 10.544522, A5 54.170716, A6 -131.893266} C_PTP 
PTP{E6AXIS: A1 -35.526435, A2 -79.056940, A3 121.473635, A4 10.601704, A5 54.241161, A6 -132.233714} C_PTP 
PTP{E6AXIS: A1 -35.830019, A2 -78.745548, A3 121.203980, A4 10.658930, A5 54.314262, A6 -132.571757} C_PTP 
PTP{E6AXIS: A1 -36.131489, A2 -78.432556, A3 120.931320, A4 10.716296, A5 54.390123, A6 -132.907464} C_PTP 
PTP{E6AXIS: A1 -36.430868, A2 -78.117961, A3 120.655642, A4 10.773895, A5 54.468847, A6 -133.240905} C_PTP 
PTP{E6AXIS: A1 -36.728178, A2 -77.801758, A3 120.376934, A4 10.831817, A5 54.550537, A6 -133.572146} C_PTP 
PTP{E6AXIS: A1 -37.023441, A2 -77.483941, A3 120.095184, A4 10.890146, A5 54.635297, A6 -133.901251} C_PTP 
PTP{E6AXIS: A1 -37.316679, A2 -77.164502, A3 119.810378, A4 10.948965, A5 54.723228, A6 -134.228278} C_PTP 
PTP{E6AXIS: A1 -37.607912, A2 -76.843431, A3 119.522502, A4 11.008352, A5 54.814433, A6 -134.553286} C_PTP 
PTP{E6AXIS: A1 -37.897162, A2 -76.520718, A3 119.231541, A4 11.068382, A5 54.909015, A6 -134.876330} C_PTP 
PTP{E6AXIS: A1 -38.184449, A2 -76.196349, A3 118.937482, A4 11.129127, A5 55.007075, A6 -135.197461} C_PTP 
PTP{E6AXIS: A1 -38.469793, A2 -75.870312, A3 118.640308, A4 11.190656, A5 55.108714, A6 -135.516729} C_PTP 
PTP{E6AXIS: A1 -38.744675, A2 -75.552515, A3 118.349132, A4 11.199459, A5 55.167141, A6 -135.795110} C_PTP 
PTP{E6AXIS: A1 11.527332, A2 -72.624185, A3 132.846696, A4 -75.423789, A5 87.572629, A6 -29.147046} C_PTP 
PTP{E6AXIS: A1 10.873566, A2 -76.893735, A3 132.506985, A4 -70.169457, A5 80.032487, A6 -34.272954} C_PTP 
PTP{E6AXIS: A1 8.195173, A2 -83.068024, A3 131.794012, A4 -54.500475, A5 64.179517, A6 -46.497161} C_PTP 
PTP{E6AXIS: A1 6.562733, A2 -85.147878, A3 131.465650, A4 -46.972187, A5 59.344056, A6 -52.901679} C_PTP 
